Código	Denominación	[A]	[B]	[B] VS [A]	
		abr-2025 Proyectado	abr-2025 Histórico	abr-2025 Histórico	
				VS	
				abr-2025 Proyectado	
		Monto	Monto	Monto	%
510519	BONIFICACIONES	99.516.091	94.261.278	-5.254.813	-5,28%
510520	INDEMNIZACIONES LABORALES	11.532.108	4.480.951	-7.051.157	-61,14%
510521	DOTACIÓN Y SUMINISTRO A TRABAJADORES	24.000.000	4.231.054	-19.768.946	-82,37%
510522	AUXILIOS AL PERSONAL	128.054.457	106.236.522	-21.817.935	-17,04%
510523	APORTES SALUD	10.319.220	10.429.141	109.921	1,07%
510524	APORTES PENSIÓN	319.149.137	276.837.561	-42.311.576	-13,26%
510525	APORTES A.R.L	46.843.917	30.488.100	-16.355.817	-34,92%
510526	APORTES CAJAS DE COMPENSACIÓN FAMILIAR	104.821.226	91.271.100	-13.550.126	-12,93%
510527	APORTES I.C.B.F.	346.419	697.800	351.381	101,43%
510528	APORTES SENA	231.017	465.200	234.183	101,37%
510532	GASTOS DEPORTIVOS Y DE RECREACIÓN	69.091.237	18.038.886	-51.052.351	-73,89%
510595	OTROS BENEFICIOS A EMPLEADOS	33.945.790	49.359.869	15.414.079	45,41%
5110	GASTOS GENERALES	3.006.140.617	2.598.954.055	-407.186.562	-13,55%
511001	HONORARIOS	197.573.902	179.630.865	-17.943.037	-9,08%
511002	IMPUESTOS	231.302.917	158.568.903	-72.734.014	-31,45%
511003	ARRENDAMIENTOS	311.468.000	284.918.433	-26.549.567	-8,52%
511005	SEGUROS	209.787.511	293.410.446	83.622.935	39,86%
511006	MANTENIMIENTO Y REPARACIONES	96.772.146	58.961.283	-37.810.863	-39,07%
511007	MEJORAS A BIENES AJENOS	8.000.000	0	-8.000.000	-100,00%
511008	CUOTAS DE ADMINISTRACIÓN	4.992.000	4.204.000	-788.000	-15,79%
511010	ASEO Y ELEMENTOS	113.051.637	143.578.990	30.527.353	27,00%
511011	CAFETERÍA	2.582.947	13.374.809	10.791.862	417,81%
511012	SERVICIOS PÚBLICOS	605.040.000	458.489.450	-146.550.550	-24,22%
511013	CORREO	50.627.368	27.391.293	-23.236.075	-45,90%
511014	TRANSPORTE FLETES Y ACARREOS	17.083.534	15.309.330	-1.774.204	-10,39%
511015	PAPELERÍA Y ÚTILES DE OFICINA	49.199.457	40.275.903	-8.923.554	-18,14%
511016	FOTOCOPIAS	17.932.209	16.721.455	-1.210.754	-6,75%
511018	PUBLICIDAD Y PROPAGANDA	188.576.964	133.958.862	-54.618.102	-28,96%
511019	CONTRIBUCIONES Y AFILIACIONES	103.358.500	112.124.530	8.766.030	8,48%
511020	GASTOS DE ASAMBLEA	63.312.821	76.451.208	13.138.387	20,75%
511021	GASTOS DE DIRECTIVOS	3.755.553	7.703.234	3.947.681	105,12%
511022	GASTOS DE COMITÉS	45.308.538	12.389.406	-32.919.132	-72,66%
511023	REUNIONES Y CONFERENCIAS	32.814.657	2.330.100	-30.484.557	-92,90%
511024	GASTOS LEGALES	16.346.095	34.512.237	18.166.142	111,13%
511025	INFORMACIÓN COMERCIAL	35.169.072	29.869.763	-5.299.309	-15,07%
511027	GASTOS DE VIAJES	82.621.289	99.489.149	16.867.860	20,42%
511029	VIGILANCIA PRIVADA	74.923.367	77.852.587	2.929.220	3,91%
511030	SISTEMATIZACIÓN	61.490.741	99.806.849	38.316.108	62,31%
511031	CUOTAS DE SOSTENIMIENTO	17.224.000	9.612.791	-7.611.209	-44,19%
511032	SUSCRIPCIONES Y PUBLICACIONES	1.590.026	935.000	-655.026	-41,20%
511033	ADECUACIÓN E INSTALACIÓN	135.601.736	6.333.195	-129.268.541	-95,33%
511034	ASISTENCIA TÉCNICA	21.165.831	22.140.049	974.218	4,60%
511035	PROCESAMIENTO ELECTRÓNICO DE DATOS	202.667.799	176.458.377	-26.209.422	-12,93%
511095	OTROS	4.800.000	2.151.558	-2.648.442	-55,18%
5115	DETERIORO	2.300.000.000	4.030.366.812	1.730.366.812	75,23%
511515	INTERESES CRÉDITOS DE VIVIENDA	1.500.000	0	-1.500.000	-100,00%
511516	PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE VIVIENDA	56.000	15.721	-40.279	-71,93%
511517	CRÉDITOS DE CONSUMO	681.629.314	1.403.749.135	722.119.821	105,94%
511518	INTERESES CRÉDITOS DE CONSUMO	79.988.000	33.205.869	-46.782.131	-58,49%
511519	PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE CONSUMO	8.676.000	2.332.590	-6.343.410	-73,11%
511523	MICROCRÉDITO EMPRESARIAL	241.756.206	668.857.663	427.101.457	176,67%
511524	INTERESES MICROCRÉDITO EMPRESARIAL	191.728.000	89.271.326	-102.456.674	-53,44%
511525	PAGOS POR CUENTA DE ASOCIADOS - MICROCRÉDITO EMPRESARIAL	22.564.000	9.379.176	-13.184.824	-58,43%
511526	CRÉDITOS COMERCIALES	147.113.524	577.785.367	430.671.843	292,75%
511527	INTERESES CRÉDITOS COMERCIALES	28.572.000	39.796.558	11.224.558	39,29%
511528	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS COMERCIALES	6.460.000	1.279.390	-5.180.610	-80,20%
511529	DETERIORO GENERAL DE CARTERA DE CRÉDITOS	174.120.000	170.423.373	-3.696.627	-2,12%
511545	OTRAS CUENTAS POR COBRAR	8.008.000	1.309.364	-6.698.636	-83,65%
511559	INTERESES DE CRÉDITOS DE CONSUMO CON PERIODOS DE GRACIA	4.828.000	0	-4.828.000	-100,00%
511561	INTERESES DE MICROCRÉDITO EMPRESARIAL CON PERIODOS DE GRACIA	43.484.000	0	-43.484.000	-100,00%
511562	INTERESES DE CRÉDITOS COMERCIALES CON PERIODOS DE GRACIA	27.292.000	0	-27.292.000	-100,00%
511563	DETERIORO GENERAL ADICIONAL CARTERA DE CRÉDITOS	195.850.000	426.058.440	230.208.440	117,54%
511565	OTROS CONCEPTOS CAUSADOS DE CRÉDITOS DE CONSUMO POR PERIODOS DE GRACIA	188.000	0	-188.000	-100,00%
511567	OTROS CONCEPTOS CAUSADOS DE MICROCRÉDITO EMPRESARIAL POR PERIODOS DE GRACIA	2.156.000	0	-2.156.000	-100,00%
511568	OTROS CONCEPTOS CAUSADOS DE CRÉDITOS COMERCIALES POR PERIODOS DE GRACIA	1.176.000	0	-1.176.000	-100,00%
511570	CRÉDITOS PRODUCTIVOS	376.047.936	551.097.685	175.049.749	46,55%
511571	INTERESES CRÉDITOS PRODUCTIVOS	56.807.021	52.611.299	-4.195.722	-7,39%
511572	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	0	3.193.856	3.193.856	100,00%
5120	AMORTIZACIÓN Y AGOTAMIENTO	123.896.000	165.379.040	41.483.040	33,48%
512020	LICENCIAS	123.896.000	165.379.040	41.483.040	33,48%
5125	DEPRECIACIÓN PROPIEDAD PLANTA Y EQUIPO	515.894.047	150.580.717	-365.313.330	-70,81%
512505	EDIFICACIONES	22.310.765	23.193.923	883.158	3,96%
512510	MUEBLES Y EQUIPO DE OFICINA	58.456.537	31.755.892	-26.700.645	-45,68%
512515	EQUIPO DE CÓMPUTO Y COMUNICACIÓN	401.048.332	78.018.527	-323.029.805	-80,55%
512545	MAQUINARIA Y EQUIPO	34.078.413	17.612.375	-16.466.038	-48,32%
52	OTROS GASTOS	1.573.576.468	1.273.127.241	-300.449.227	-19,09%
5210	GASTOS FINANCIEROS	510.835.668	409.859.789	-100.975.879	-19,77%
521005	GASTOS BANCARIOS	776.000	249.771	-526.229	-67,81%
521020	COMISIONES	510.059.668	409.610.018	-100.449.650	-19,69%
5212	GASTOS POR RIESGO OPERATIVO	18.144.000	256.000	-17.888.000	-98,59%
5230	GASTOS VARIOS	1.044.596.800	863.011.452	-181.585.348	-17,38%
523015	CONTRATOS ONEROSOS	488.046.000	367.030.223	-121.015.777	-24,80%
523020	MULTAS SANCIONES LITIGIOS INDEMNIZACIONES Y DEMANDAS	94.800	0	-94.800	-100,00%
523050	IMPUESTOS ASUMIDOS	311.884.000	286.741.325	-25.142.675	-8,06%
523095	OTROS	244.572.000	209.239.904	-35.332.096	-14,45%
6	COSTO DE VENTAS	2.575.244.952	2.375.366.920	-199.878.032	-7,76%
61	COSTO DE VENTAS Y DE PRESTACIÓN DE SERVICIOS	2.575.244.952	2.375.366.920	-199.878.032	-7,76%
6150	INTERESES DE DEPÓSITOS DE CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS	2.575.244.952	2.375.366.920	-199.878.032	-7,76%
615005	INTERESES DEPÓSITOS DE AHORRO ORDINARIO	493.286.066	335.360.660	-157.925.406	-32,01%
615010	INTERESES DEPÓSITOS DE AHORRO A TERMINO	1.785.231.178	1.871.791.143	86.559.965	4,85%
615015	INTERESES AHORRO CONTRACTUAL	23.562.703	25.660.157	2.097.454	8,90%
615025	CONTRIBUCIÓN EMERGENCIA ECONÓMICA	2.584.000	0	-2.584.000	-100,00%
615035	INTERESES DE CRÉDITOS DE BANCOS	270.581.005	142.554.960	-128.026.045	-47,32%
					
53	EXCEDENTES Y PERDIDAS DEL EJERCICIO	342.671.288	1.905.864.202	1.563.192.915	456,18%
