Código	Denominación	[A]	[B]	[B] VS [A]	
		ago-2025 Proyectado	ago-2025 Histórico	ago-2025 Histórico	
				VS	
				ago-2025 Proyectado	
		Monto	Monto	Monto	%
3110	APORTES SOCIALES MÍNIMOS NO REDUCIBLES	26.162.465.662	28.470.000.000	2.307.534.338	8,82%
311005	APORTES ORDINARIOS	24.372.905.563	26.691.552.847	2.318.647.284	9,51%
311010	APORTES AMORTIZADOS	1.789.560.099	1.778.447.153	-11.112.946	-0,62%
32	RESERVAS	11.060.979.386	11.027.880.773	-33.098.613	-0,30%
3205	RESERVA PROTECCIÓN DE APORTES	10.987.753.382	10.955.109.494	-32.643.888	-0,30%
3215	RESERVA DE ASAMBLEA	73.226.003	72.771.279	-454.724	-0,62%
33	FONDOS DE DESTINACIÓN ESPECÍFICA	738.233.571	113.752.763	-624.480.808	-84,59%
3305	FONDO PARA AMORTIZACIÓN DE APORTES	613.115.520	0	-613.115.520	-100,00%
3310	FONDO PARA REVALORIZACIÓN DE APORTES	70.208.533	57.326.627	-12.881.906	-18,35%
3325	FONDO ESPECIAL	23.675.075	24.328.988	653.913	2,76%
3330	FONDO SOCIALES CAPITALIZADOS	30.226.456	31.061.320	834.864	2,76%
3335	FONDOS DE INVERSIÓN	1.007.987	1.035.828	27.841	2,76%
35	EXCEDENTES Y/O PÉRDIDAS DEL EJERCICIO	284.650.390	3.850.394.973	3.565.744.583	1252,68%
3505	EXCEDENTES	284.650.390	0	-284.650.390	-100,00%
3510	PÉRDIDAS (DB)	0	3.850.394.973	3.850.394.973	100,00%
36	RESULTADOS ACUMULADOS POR ADOPCIÓN POR PRIMERA VEZ	30.018.247	30.847.360	829.113	2,76%
3605	EXCEDENTES	30.018.247	30.847.360	829.113	2,76%
37	OTRO RESULTADO INTEGRAL	4.303.461.011	5.308.925.811	1.005.464.800	23,36%
3705	POR REVALUACIÓN DE PROPIEDAD PLANTA Y EQUIPO Y ACTIVOS INTANGIBLES	4.303.461.011	5.308.925.811	1.005.464.800	23,36%
39	RESULTADOS DE EJERCICIOS ANTERIORES	193.701.208	0	-193.701.208	-100,00%
3905	EXCEDENTES	193.701.208	0	-193.701.208	-100,00%
4	INGRESOS	30.630.243.287	31.265.917.741	635.674.454	2,08%
41	INGRESOS POR VENTA DE BIENES Y SERVICIOS	25.889.780.558	22.965.905.029	-2.923.875.529	-11,29%
4150	INGRESOS CARTERA DE CRÉDITOS	27.069.900.847	23.244.780.293	-3.825.120.554	-14,13%
415005	INTERESES DE CRÉDITOS COMERCIALES	3.828.989.565	2.635.479.588	-1.193.509.977	-31,17%
415010	INTERESES DE CRÉDITOS CONSUMO	9.110.459.855	8.165.866.189	-944.593.666	-10,37%
415015	INTERESES DE CRÉDITOS VIVIENDA	0	285.944.447	285.944.447	100,00%
415025	INTERESES DE MICROCRÉDITO EMPRESARIAL	3.209.541.336	2.354.962.812	-854.578.524	-26,63%
415035	INTERESES MORATORIOS CARTERA COMERCIAL	256.491.032	36.043.503	-220.447.529	-85,95%
415040	INTERESES MORATORIOS CARTERA CONSUMO	775.114.360	102.626.114	-672.488.246	-86,76%
415045	INTERESES MORATORIOS CARTERA VIVIENDA	0	1.783.502	1.783.502	100,00%
415055	INTERESES MORATORIOS CARTERA MICROCRÉDITO EMPRESARIAL	661.698.162	188.638.980	-473.059.182	-71,49%
415065	INTERESES DE CRÉDITOS PRODUCTIVOS	9.110.358.993	9.369.316.148	258.957.155	2,84%
415070	INTERESES MORATORIOS CARTERA CRÉDITOS PRODUCTIVOS	117.247.544	104.119.010	-13.128.534	-11,20%
4175	DEVOLUCIONES REBAJAS Y DESCUENTOS EN VENTAS (DB)	-1.180.120.289	-278.875.264	901.245.025	-76,37%
42	OTROS INGRESOS	4.740.462.729	8.300.012.712	3.559.549.983	75,09%
4205	INGRESOS POR UTILIDAD EN VENTA DE INVERSIONES Y OTROS ACTIVOS	1.072.000	0	-1.072.000	-100,00%
420565	ACTIVOS INTANGIBLES	1.072.000	0	-1.072.000	-100,00%
4210	INGRESOS POR VALORACIÓN INVERSIONES	1.151.682.223	2.161.744.580	1.010.062.357	87,70%
421010	EFECTIVO RESTRINGIDO	388.948.282	239.624.795	-149.323.487	-38,39%
421015	INVERSIONES FONDO DE LIQUIDEZ	603.120.487	572.190.849	-30.929.638	-5,13%
421036	INVERSIONES CONTABILIZADAS A COSTO AMORTIZADO	159.613.455	1.349.928.936	1.190.315.481	745,75%
4220	OTROS INGRESOS	1.181.980.506	929.102.413	-252.878.093	-21,39%
422004	INTERESES DE BANCOS Y OTRAS ENTIDADES CON ACTIVIDAD FINANCIERA	338.060.506	149.445.214	-188.615.292	-55,79%
422005	DIVIDENDOS PARTICIPACIONES Y RETORNOS	17.600.000	0	-17.600.000	-100,00%
422010	COMISIONES Y/O HONORARIOS	826.320.000	779.657.199	-46.662.801	-5,65%
4225	RECUPERACIONES DETERIORO	2.329.216.000	5.096.127.481	2.766.911.481	118,79%
422509	DE CRÉDITOS DE VIVIENDA	15.520.000	2.722.525	-12.797.475	-82,46%
422510	DE INTERESES CRÉDITOS DE VIVIENDA	8.192.000	9.560.809	1.368.809	16,71%
422511	DE PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE VIVIENDA	0	666.012	666.012	100,00%
422512	DE CRÉDITOS DE CONSUMO	469.024.000	693.733.649	224.709.649	47,91%
422513	DE INTERESES CRÉDITOS DE CONSUMO	207.272.000	133.058.335	-74.213.665	-35,80%
422514	DE PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE CONSUMO	76.952.000	5.514.650	-71.437.350	-92,83%
422518	DE MICROCRÉDITO EMPRESARIAL	585.056.000	1.671.292.831	1.086.236.831	185,66%
422519	DE INTERESES MICROCRÉDITO EMPRESARIAL	337.856.000	300.526.851	-37.329.149	-11,05%
422520	DE PAGOS POR CUENTA DE ASOCIADOS - MICROCRÉDITO EMPRESARIAL	0	21.416.060	21.416.060	100,00%
422521	DE CRÉDITOS COMERCIALES	168.232.000	254.302.826	86.070.826	51,16%
422522	DE INTERESES CRÉDITOS COMERCIALES	83.456.000	113.691.290	30.235.290	36,23%
422523	DE PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS COMERCIALES	0	11.703.109	11.703.109	100,00%
422524	DE DETERIORO GENERAL	207.624.000	896.310.253	688.686.253	331,70%
422540	DE OTRAS CUENTAS POR COBRAR	19.728.000	11.041.888	-8.686.112	-44,03%
422541	DE PROPIEDAD PLANTA Y EQUIPO	1.304.000	0	-1.304.000	-100,00%
422546	RECUPERACIÓN DE BIENES DADOS DE BAJA	0	169.066.932	169.066.932	100,00%
422549	DE CRÉDITOS PRODUCTIVOS	143.624.000	687.592.546	543.968.546	378,74%
422550	DE INTERESES CRÉDITOS PRODUCTIVOS	5.376.000	113.383.158	108.007.158	2009,06%
422551	DE PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	0	543.757	543.757	100,00%
4230	ADMINISTRATIVOS Y SOCIALES	71.776.000	76.428.984	4.652.984	6,48%
423095	OTROS	71.776.000	76.428.984	4.652.984	6,48%
4240	SERVICIOS DIFERENTES AL OBJETO SOCIAL	4.624.000	4.033.616	-590.384	-12,77%
424090	OTROS	4.624.000	4.033.616	-590.384	-12,77%
4245	INDEMNIZACIONES	72.000	0	-72.000	-100,00%
424595	OTRAS	72.000	0	-72.000	-100,00%
4255	INGRESOS POR DIFERENCIA EN CAMBIO	40.000	0	-40.000	-100,00%
4265	RECUPERACIONES POR RIESGO OPERATIVO	0	32.575.638	32.575.638	100,00%
5	GASTOS	25.150.360.803	22.622.062.269	-2.528.298.534	-10,05%
51	GASTOS DE ADMINISTRACIÓN	22.003.207.867	19.933.905.341	-2.069.302.526	-9,40%
5105	BENEFICIO A EMPLEADOS	8.255.799.262	7.438.410.655	-817.388.607	-9,90%
510503	SUELDOS	4.564.744.735	4.110.106.943	-454.637.792	-9,96%
510505	HORAS EXTRAS	16.560.000	2.366.544	-14.193.456	-85,71%
510506	COMISIONES	220.988.871	249.640.096	28.651.225	12,97%
510507	VIÁTICOS	161.435.361	148.014.800	-13.420.561	-8,31%
510508	INCAPACIDADES	18.353.289	17.466.804	-886.485	-4,83%
510509	AUXILIO DE TRANSPORTE	252.962.610	191.027.036	-61.935.574	-24,48%
510510	CESANTÍAS	412.310.879	403.580.505	-8.730.374	-2,12%
510511	INTERESES SOBRE CESANTÍAS	49.476.365	48.429.601	-1.046.764	-2,12%
510512	PRIMA LEGAL	415.182.204	404.140.591	-11.041.613	-2,66%
510513	PRIMA EXTRALEGAL	36.238.414	34.667.732	-1.570.682	-4,33%
510514	PRIMA DE VACACIONES	190.216.673	176.906.942	-13.309.731	-7,00%
510515	PRIMA DE ANTIGÜEDAD	22.875.014	21.865.535	-1.009.479	-4,41%
510516	VACACIONES	188.959.151	194.559.497	5.600.346	2,96%
510519	BONIFICACIONES	194.035.458	186.722.595	-7.312.863	-3,77%
510520	INDEMNIZACIONES LABORALES	17.964.353	7.235.714	-10.728.639	-59,72%
510521	DOTACIÓN Y SUMINISTRO A TRABAJADORES	48.000.000	4.231.054	-43.768.946	-91,19%
510522	AUXILIOS AL PERSONAL	255.148.565	206.838.562	-48.310.003	-18,93%
510523	APORTES SALUD	22.212.829	18.146.209	-4.066.620	-18,31%
510524	APORTES PENSIÓN	625.560.524	560.737.706	-64.822.818	-10,36%
510525	APORTES A.R.L	89.883.637	60.263.800	-29.619.837	-32,95%
510526	APORTES CAJAS DE COMPENSACIÓN FAMILIAR	207.271.512	184.822.400	-22.449.112	-10,83%
510527	APORTES I.C.B.F.	1.039.257	1.938.000	898.743	86,48%
510528	APORTES SENA	693.051	1.292.100	599.049	86,44%
510531	CAPACITACIÓN AL PERSONAL	27.500.000	0	-27.500.000	-100,00%
510532	GASTOS DEPORTIVOS Y DE RECREACIÓN	144.264.578	105.496.805	-38.767.773	-26,87%
510595	OTROS BENEFICIOS A EMPLEADOS	71.921.932	97.913.084	25.991.152	36,14%
5110	GASTOS GENERALES	7.209.443.561	6.024.661.473	-1.184.782.088	-16,43%
511001	HONORARIOS	451.407.484	331.866.140	-119.541.344	-26,48%
511002	IMPUESTOS	464.388.828	350.318.364	-114.070.464	-24,56%
511003	ARRENDAMIENTOS	622.936.000	638.919.786	15.983.786	2,57%
511005	SEGUROS	558.326.645	710.355.058	152.028.413	27,23%
511006	MANTENIMIENTO Y REPARACIONES	364.731.582	139.713.458	-225.018.124	-61,69%
511007	MEJORAS A BIENES AJENOS	52.000.000	690.000	-51.310.000	-98,67%
511008	CUOTAS DE ADMINISTRACIÓN	9.984.000	8.085.000	-1.899.000	-19,02%
511010	ASEO Y ELEMENTOS	250.489.403	273.017.590	22.528.187	8,99%
511011	CAFETERÍA	15.399.301	25.374.017	9.974.716	64,77%
511012	SERVICIOS PÚBLICOS	1.210.080.000	917.013.677	-293.066.323	-24,22%
511013	CORREO	97.692.675	63.850.993	-33.841.682	-34,64%
511014	TRANSPORTE FLETES Y ACARREOS	41.953.660	70.548.458	28.594.798	68,16%
511015	PAPELERÍA Y ÚTILES DE OFICINA	160.246.731	62.379.453	-97.867.278	-61,07%
511016	FOTOCOPIAS	37.219.409	32.580.336	-4.639.073	-12,46%
511018	PUBLICIDAD Y PROPAGANDA	711.414.644	638.011.219	-73.403.425	-10,32%
511019	CONTRIBUCIONES Y AFILIACIONES	206.717.000	224.249.060	17.532.060	8,48%
511020	GASTOS DE ASAMBLEA	63.312.821	76.451.208	13.138.387	20,75%
511021	GASTOS DE DIRECTIVOS	10.220.546	15.110.281	4.889.735	47,84%
511022	GASTOS DE COMITÉS	91.034.419	20.697.006	-70.337.413	-77,26%
511023	REUNIONES Y CONFERENCIAS	67.112.597	4.000.600	-63.111.997	-94,04%
511024	GASTOS LEGALES	26.254.364	47.395.501	21.141.137	80,52%
511025	INFORMACIÓN COMERCIAL	99.807.431	76.230.790	-23.576.641	-23,62%
511027	GASTOS DE VIAJES	194.835.751	252.520.684	57.684.933	29,61%
511029	VIGILANCIA PRIVADA	153.882.395	237.270.134	83.387.739	54,19%
511030	SISTEMATIZACIÓN	231.335.077	215.541.956	-15.793.121	-6,83%
511031	CUOTAS DE SOSTENIMIENTO	34.448.000	16.525.482	-17.922.518	-52,03%
511032	SUSCRIPCIONES Y PUBLICACIONES	2.062.042	1.157.000	-905.042	-43,89%
511033	ADECUACIÓN E INSTALACIÓN	206.631.435	22.229.485	-184.401.950	-89,24%
511034	ASISTENCIA TÉCNICA	72.027.014	94.969.280	22.942.266	31,85%
511035	PROCESAMIENTO ELECTRÓNICO DE DATOS	603.892.307	355.076.553	-248.815.754	-41,20%
511095	OTROS	97.600.000	102.512.904	4.912.904	5,03%
5115	DETERIORO	5.141.217.064	5.752.879.518	611.662.454	11,90%
511515	INTERESES CRÉDITOS DE VIVIENDA	3.000.000	0	-3.000.000	-100,00%
511516	PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE VIVIENDA	112.000	15.721	-96.279	-85,96%
511517	CRÉDITOS DE CONSUMO	6.910.089.052	1.922.317.813	-4.987.771.239	-72,18%
511518	INTERESES CRÉDITOS DE CONSUMO	159.976.000	59.819.181	-100.156.819	-62,61%
511519	PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE CONSUMO	17.352.000	3.770.958	-13.581.042	-78,27%
511523	MICROCRÉDITO EMPRESARIAL	-4.432.265.133	785.133.241	5.217.398.374	-117,71%
511524	INTERESES MICROCRÉDITO EMPRESARIAL	383.456.000	98.472.416	-284.983.584	-74,32%
511525	PAGOS POR CUENTA DE ASOCIADOS - MICROCRÉDITO EMPRESARIAL	45.128.000	13.600.739	-31.527.261	-69,86%
511526	CRÉDITOS COMERCIALES	280.952	557.757.858	557.476.906	198424,33%
511527	INTERESES CRÉDITOS COMERCIALES	57.144.000	45.046.962	-12.097.038	-21,17%
511528	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS COMERCIALES	12.920.000	1.760.974	-11.159.026	-86,37%
511529	DETERIORO GENERAL DE CARTERA DE CRÉDITOS	545.440.000	296.890.273	-248.549.727	-45,57%
511545	OTRAS CUENTAS POR COBRAR	16.016.000	47.693.414	31.677.414	197,79%
511559	INTERESES DE CRÉDITOS DE CONSUMO CON PERIODOS DE GRACIA	9.656.000	0	-9.656.000	-100,00%
511561	INTERESES DE MICROCRÉDITO EMPRESARIAL CON PERIODOS DE GRACIA	86.968.000	0	-86.968.000	-100,00%
511562	INTERESES DE CRÉDITOS COMERCIALES CON PERIODOS DE GRACIA	54.584.000	0	-54.584.000	-100,00%
511563	DETERIORO GENERAL ADICIONAL CARTERA DE CRÉDITOS	389.875.000	1.034.486.875	644.611.875	165,34%
511565	OTROS CONCEPTOS CAUSADOS DE CRÉDITOS DE CONSUMO POR PERIODOS DE GRACIA	376.000	0	-376.000	-100,00%
511567	OTROS CONCEPTOS CAUSADOS DE MICROCRÉDITO EMPRESARIAL POR PERIODOS DE GRACIA	4.312.000	0	-4.312.000	-100,00%
511568	OTROS CONCEPTOS CAUSADOS DE CRÉDITOS COMERCIALES POR PERIODOS DE GRACIA	2.352.000	0	-2.352.000	-100,00%
511570	CRÉDITOS PRODUCTIVOS	729.513.077	820.232.106	90.719.029	12,44%
511571	INTERESES CRÉDITOS PRODUCTIVOS	143.440.001	61.046.972	-82.393.029	-57,44%
511572	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	1.492.115	4.834.015	3.341.900	223,97%
5120	AMORTIZACIÓN Y AGOTAMIENTO	276.263.137	340.420.703	64.157.566	23,22%
512020	LICENCIAS	276.263.137	340.420.703	64.157.566	23,22%
5125	DEPRECIACIÓN PROPIEDAD PLANTA Y EQUIPO	1.120.484.843	377.532.992	-742.951.851	-66,31%
512505	EDIFICACIONES	44.621.530	46.429.495	1.807.965	4,05%
512510	MUEBLES Y EQUIPO DE OFICINA	117.563.073	62.977.282	-54.585.791	-46,43%
512515	EQUIPO DE CÓMPUTO Y COMUNICACIÓN	890.143.414	234.066.740	-656.076.674	-73,70%
512545	MAQUINARIA Y EQUIPO	68.156.826	34.059.475	-34.097.351	-50,03%
52	OTROS GASTOS	3.147.152.936	2.688.156.928	-458.996.008	-14,58%
5210	GASTOS FINANCIEROS	1.021.671.336	864.060.400	-157.610.936	-15,43%
521005	GASTOS BANCARIOS	1.552.000	726.856	-825.144	-53,17%
521020	COMISIONES	1.020.119.336	863.333.544	-156.785.792	-15,37%
5212	GASTOS POR RIESGO OPERATIVO	36.288.000	256.000	-36.032.000	-99,29%
5230	GASTOS VARIOS	2.089.193.600	1.823.840.528	-265.353.072	-12,70%
523005	COSTOS DE REESTRUCTURACIÓN	0	6.039	6.039	100,00%
523015	CONTRATOS ONEROSOS	976.092.000	795.633.801	-180.458.199	-18,49%
523020	MULTAS SANCIONES LITIGIOS INDEMNIZACIONES Y DEMANDAS	189.600	8.200	-181.400	-95,68%
523050	IMPUESTOS ASUMIDOS	623.768.000	605.576.818	-18.191.182	-2,92%
523095	OTROS	489.144.000	422.615.670	-66.528.330	-13,60%
6	COSTO DE VENTAS	5.195.232.094	4.793.460.499	-401.771.595	-7,73%
61	COSTO DE VENTAS Y DE PRESTACIÓN DE SERVICIOS	5.195.232.094	4.793.460.499	-401.771.595	-7,73%
6150	INTERESES DE DEPÓSITOS DE CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS	5.195.232.094	4.793.460.499	-401.771.595	-7,73%
615005	INTERESES DEPÓSITOS DE AHORRO ORDINARIO	991.257.532	656.533.939	-334.723.593	-33,77%
615010	INTERESES DEPÓSITOS DE AHORRO A TERMINO	3.551.133.155	3.832.842.689	281.709.534	7,93%
615015	INTERESES AHORRO CONTRACTUAL	48.517.531	48.757.969	240.438	0,50%
615025	CONTRIBUCIÓN EMERGENCIA ECONÓMICA	5.168.000	0	-5.168.000	-100,00%
615035	INTERESES DE CRÉDITOS DE BANCOS	599.155.876	255.325.902	-343.829.974	-57,39%
					
53	EXCEDENTES Y PERDIDAS DEL EJERCICIO	725.867.454	3.850.394.973	3.124.527.519	430,45%
