Código	Denominación	[A]	[B]	[B] VS [A]	
		may-2025 Proyectado	may-2025 Histórico	may-2025 Histórico	
				VS	
				may-2025 Proyectado	
		Monto	Monto	Monto	%
245005	APORTES A BIENESTAR PROMOTORAS DE SALUD EPS	21.059.348	27.000.379	5.941.031	28,21%
245010	APORTES A BIENESTAR PROMOTORAS DE PENSIÓN	75.485.003	93.822.866	18.337.863	24,29%
245015	APORTES A ADMINISTRADORAS DE RIESGOS LABORALES ARL	6.273.106	7.563.900	1.290.794	20,58%
245020	APORTES AL ICBF SENA Y CAJAS DE COMPENSACIÓN FAMILIAR	18.886.290	24.144.600	5.258.310	27,84%
245040	COOPERATIVAS	67.974.832	1.126.001	-66.848.831	-98,34%
2460	EXIGIBILIDADES POR SERVICIOS DE RECAUDO	823.877.248	867.818.751	43.941.503	5,33%
246005	SERVICIOS PÚBLICOS MUNICIPALES	84.464.282	115.051.536	30.587.254	36,21%
246015	PENSIONES Y MATRICULAS	3.841.289	14.269.402	10.428.113	271,47%
246020	NÓMINAS DE BIENESTAR	88.591.557	71.635.996	-16.955.561	-19,14%
246025	IMPUESTOS	522.127.070	523.359.858	1.232.788	0,24%
246030	CONVENIOS PROGRAMADOS	120.958.780	141.431.511	20.472.731	16,93%
246095	OTROS	3.894.269	2.070.448	-1.823.821	-46,83%
2465	REMANENTES POR PAGAR	153.842.377	170.865.162	17.022.785	11,07%
246505	DE APORTES EXASOCIADOS	153.685.728	170.689.972	17.004.244	11,06%
246510	DEPÓSITOS EXASOCIADOS	156.649	175.190	18.541	11,84%
2470	ESTABLECIMIENTOS AFILIADOS	217.674.366	0	-217.674.366	-100,00%
26	FONDOS SOCIALES Y MUTUALES	798.024.894	661.421.618	-136.603.276	-17,12%
2605	FONDO SOCIAL DE EDUCACIÓN	100.000.000	30.511.941	-69.488.059	-69,49%
2610	FONDO SOCIAL DE SOLIDARIDAD	389.249	3.199.999	2.810.750	722,10%
2648	FONDO SOCIAL PARA OTROS FINES	697.635.645	627.709.678	-69.925.967	-10,02%
27	OTROS PASIVOS	1.752.230.949	1.386.614.409	-365.616.540	-20,87%
2710	OBLIGACIONES LABORALES POR BENEFICIOS A EMPLEADOS	1.564.442.668	1.103.372.378	-461.070.290	-29,47%
271005	BENEFICIOS A EMPLEADOS A CORTO PLAZO	1.564.442.668	1.103.372.378	-461.070.290	-29,47%
2720	INGRESOS ANTICIPADOS - DIFERIDOS	142.924.523	165.488.718	22.564.195	15,79%
272005	INTERESES	142.924.523	165.488.718	22.564.195	15,79%
2725	INGRESOS RECIBIDOS PARA TERCEROS	44.863.758	117.753.313	72.889.555	162,47%
272505	VALORES RECIBIDOS PARA TERCEROS	44.863.758	117.753.313	72.889.555	162,47%
28	PROVISIONES	12.494.887	12.840.000	345.113	2,76%
2820	PROVISIÓN MULTAS SANCIONES LITIGIOS INDEMNIZACIONES Y DEMANDAS	12.494.887	12.840.000	345.113	2,76%
3	PATRIMONIO	60.430.242.264	76.628.043.135	16.197.800.871	26,80%
31	CAPITAL SOCIAL	57.660.452.009	57.542.942.665	-117.509.343	-0,20%
3105	APORTES SOCIALES TEMPORALMENTE RESTRINGIDOS	31.497.986.347	29.072.942.665	-2.425.043.681	-7,70%
310505	APORTES ORDINARIOS	31.497.986.347	29.072.942.665	-2.425.043.681	-7,70%
3110	APORTES SOCIALES MÍNIMOS NO REDUCIBLES	26.162.465.662	28.470.000.000	2.307.534.338	8,82%
311005	APORTES ORDINARIOS	24.372.905.563	26.691.552.847	2.318.647.284	9,51%
311010	APORTES AMORTIZADOS	1.789.560.099	1.778.447.153	-11.112.946	-0,62%
32	RESERVAS	11.060.979.386	11.027.880.773	-33.098.613	-0,30%
3205	RESERVA PROTECCIÓN DE APORTES	10.987.753.382	10.955.109.494	-32.643.888	-0,30%
3215	RESERVA DE ASAMBLEA	73.226.003	72.771.279	-454.724	-0,62%
33	FONDOS DE DESTINACIÓN ESPECÍFICA	738.233.571	113.752.763	-624.480.808	-84,59%
3305	FONDO PARA AMORTIZACIÓN DE APORTES	613.115.520	0	-613.115.520	-100,00%
3310	FONDO PARA REVALORIZACIÓN DE APORTES	70.208.533	57.326.627	-12.881.907	-18,35%
3325	FONDO ESPECIAL	23.675.075	24.328.988	653.913	2,76%
3330	FONDO SOCIALES CAPITALIZADOS	30.226.456	31.061.320	834.864	2,76%
3335	FONDOS DE INVERSIÓN	1.007.987	1.035.828	27.841	2,76%
35	EXCEDENTES Y/O PÉRDIDAS DEL EJERCICIO	-13.551.015.931	2.603.693.762	16.154.709.693	-119,21%
3505	EXCEDENTES	-13.551.015.931	0	13.551.015.931	-100,00%
3510	PÉRDIDAS (DB)	0	2.603.693.762	2.603.693.762	100,00%
36	RESULTADOS ACUMULADOS POR ADOPCIÓN POR PRIMERA VEZ	30.018.247	30.847.360	829.113	2,76%
3605	EXCEDENTES	30.018.247	30.847.360	829.113	2,76%
37	OTRO RESULTADO INTEGRAL	4.297.873.775	5.308.925.811	1.011.052.036	23,52%
3705	POR REVALUACIÓN DE PROPIEDAD PLANTA Y EQUIPO Y ACTIVOS INTANGIBLES	4.297.873.775	5.308.925.811	1.011.052.036	23,52%
39	RESULTADOS DE EJERCICIOS ANTERIORES	193.701.208	0	-193.701.208	-100,00%
3905	EXCEDENTES	193.701.208	0	-193.701.208	-100,00%
4	INGRESOS	18.423.734.851	19.880.418.089	1.456.683.238	7,91%
41	INGRESOS POR VENTA DE BIENES Y SERVICIOS	15.410.303.722	14.282.885.580	-1.127.418.142	-7,32%
4150	INGRESOS CARTERA DE CRÉDITOS	16.130.688.407	14.469.516.174	-1.661.172.233	-10,30%
415005	INTERESES DE CRÉDITOS COMERCIALES	2.277.994.383	1.761.729.442	-516.264.941	-22,66%
415010	INTERESES DE CRÉDITOS CONSUMO	5.403.216.884	5.045.353.074	-357.863.810	-6,62%
415015	INTERESES DE CRÉDITOS VIVIENDA	0	172.059.130	172.059.130	100,00%
415025	INTERESES DE MICROCRÉDITO EMPRESARIAL	2.064.375.755	1.634.961.530	-429.414.225	-20,80%
415035	INTERESES MORATORIOS CARTERA COMERCIAL	148.792.730	19.891.050	-128.901.680	-86,63%
415040	INTERESES MORATORIOS CARTERA CONSUMO	391.464.934	66.163.782	-325.301.152	-83,10%
415045	INTERESES MORATORIOS CARTERA VIVIENDA	0	1.146.285	1.146.285	100,00%
415055	INTERESES MORATORIOS CARTERA MICROCRÉDITO EMPRESARIAL	438.735.957	100.286.301	-338.449.656	-77,14%
415065	INTERESES DE CRÉDITOS PRODUCTIVOS	5.362.837.478	5.605.874.125	243.036.647	4,53%
415070	INTERESES MORATORIOS CARTERA CRÉDITOS PRODUCTIVOS	43.270.285	62.051.455	18.781.170	43,40%
4175	DEVOLUCIONES REBAJAS Y DESCUENTOS EN VENTAS (DB)	-720.384.685	-186.630.594	533.754.091	-74,09%
42	OTROS INGRESOS	3.013.431.129	5.597.532.509	2.584.101.380	85,75%
4205	INGRESOS POR UTILIDAD EN VENTA DE INVERSIONES Y OTROS ACTIVOS	670.000	0	-670.000	-100,00%
420565	ACTIVOS INTANGIBLES	670.000	0	-670.000	-100,00%
4210	INGRESOS POR VALORACIÓN INVERSIONES	812.034.529	1.248.200.560	436.166.031	53,71%
421010	EFECTIVO RESTRINGIDO	274.776.001	161.481.207	-113.294.794	-41,23%
421015	INVERSIONES FONDO DE LIQUIDEZ	416.640.809	335.378.776	-81.262.033	-19,50%
421036	INVERSIONES CONTABILIZADAS A COSTO AMORTIZADO	120.617.720	751.340.577	630.722.857	522,91%
4220	OTROS INGRESOS	697.146.600	611.237.004	-85.909.595	-12,32%
422004	INTERESES DE BANCOS Y OTRAS ENTIDADES CON ACTIVIDAD FINANCIERA	169.696.600	76.080.063	-93.616.537	-55,17%
422005	DIVIDENDOS PARTICIPACIONES Y RETORNOS	11.000.000	0	-11.000.000	-100,00%
422010	COMISIONES Y/O HONORARIOS	516.450.000	535.156.941	18.706.941	3,62%
4225	RECUPERACIONES DETERIORO	1.455.760.000	3.657.696.135	2.201.936.135	151,26%
422509	DE CRÉDITOS DE VIVIENDA	9.700.000	2.722.525	-6.977.475	-71,93%
422510	DE INTERESES CRÉDITOS DE VIVIENDA	5.120.000	9.355.809	4.235.809	82,73%
422511	DE PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE VIVIENDA	0	666.012	666.012	100,00%
422512	DE CRÉDITOS DE CONSUMO	293.140.000	515.617.109	222.477.109	75,89%
422513	DE INTERESES CRÉDITOS DE CONSUMO	129.545.000	96.460.099	-33.084.901	-25,54%
422514	DE PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE CONSUMO	48.095.000	4.742.830	-43.352.170	-90,14%
422518	DE MICROCRÉDITO EMPRESARIAL	365.660.000	1.221.948.237	856.288.237	234,18%
422519	DE INTERESES MICROCRÉDITO EMPRESARIAL	211.160.000	215.999.737	4.839.737	2,29%
422520	DE PAGOS POR CUENTA DE ASOCIADOS - MICROCRÉDITO EMPRESARIAL	0	18.004.108	18.004.108	100,00%
422521	DE CRÉDITOS COMERCIALES	105.145.000	184.014.836	78.869.836	75,01%
422522	DE INTERESES CRÉDITOS COMERCIALES	52.160.000	92.090.522	39.930.522	76,55%
422523	DE PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS COMERCIALES	0	9.900.234	9.900.234	100,00%
422524	DE DETERIORO GENERAL	129.765.000	546.662.891	416.897.891	321,27%
422540	DE OTRAS CUENTAS POR COBRAR	12.330.000	6.132.578	-6.197.422	-50,26%
422541	DE PROPIEDAD PLANTA Y EQUIPO	815.000	0	-815.000	-100,00%
422546	RECUPERACIÓN DE BIENES DADOS DE BAJA	0	89.097.651	89.097.651	100,00%
422549	DE CRÉDITOS PRODUCTIVOS	89.765.000	550.188.751	460.423.751	512,92%
422550	DE INTERESES CRÉDITOS PRODUCTIVOS	3.360.000	93.568.120	90.208.120	2684,77%
422551	DE PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	0	524.086	524.086	100,00%
4230	ADMINISTRATIVOS Y SOCIALES	44.860.000	45.303.882	443.882	0,99%
423095	OTROS	44.860.000	45.303.882	443.882	0,99%
4240	SERVICIOS DIFERENTES AL OBJETO SOCIAL	2.890.000	2.521.010	-368.990	-12,77%
424090	OTROS	2.890.000	2.521.010	-368.990	-12,77%
4245	INDEMNIZACIONES	45.000	0	-45.000	-100,00%
424595	OTRAS	45.000	0	-45.000	-100,00%
4255	INGRESOS POR DIFERENCIA EN CAMBIO	25.000	0	-25.000	-100,00%
4265	RECUPERACIONES POR RIESGO OPERATIVO	0	32.573.917	32.573.917	100,00%
5	GASTOS	14.912.723.123	14.308.171.728	-604.551.395	-4,05%
51	GASTOS DE ADMINISTRACIÓN	12.945.752.538	12.687.833.742	-257.918.796	-1,99%
5105	BENEFICIO A EMPLEADOS	5.223.661.882	4.581.740.564	-641.921.318	-12,29%
510503	SUELDOS	2.902.479.624	2.569.311.525	-333.168.099	-11,48%
510505	HORAS EXTRAS	10.350.000	1.791.106	-8.558.894	-82,69%
510506	COMISIONES	136.757.485	137.868.864	1.111.379	0,81%
510507	VIÁTICOS	109.790.814	76.854.100	-32.936.714	-30,00%
510508	INCAPACIDADES	12.627.868	12.421.478	-206.390	-1,63%
510509	AUXILIO DE TRANSPORTE	161.033.420	121.146.657	-39.886.763	-24,77%
510510	CESANTÍAS	259.847.515	250.242.982	-9.604.533	-3,70%
510511	INTERESES SOBRE CESANTÍAS	31.182.024	30.029.117	-1.152.907	-3,70%
510512	PRIMA LEGAL	255.157.108	250.242.982	-4.914.126	-1,93%
510513	PRIMA EXTRALEGAL	22.737.046	21.584.944	-1.152.102	-5,07%
510514	PRIMA DE VACACIONES	120.010.654	110.457.282	-9.553.372	-7,96%
510515	PRIMA DE ANTIGÜEDAD	14.582.577	13.718.636	-863.941	-5,92%
510516	VACACIONES	118.905.880	120.805.934	1.900.054	1,60%
510519	BONIFICACIONES	123.301.728	117.561.108	-5.740.620	-4,66%
510520	INDEMNIZACIONES LABORALES	17.916.732	4.782.065	-13.134.667	-73,31%
510521	DOTACIÓN Y SUMINISTRO A TRABAJADORES	30.000.000	4.231.054	-25.768.946	-85,90%
510522	AUXILIOS AL PERSONAL	159.286.499	132.127.127	-27.159.372	-17,05%
510523	APORTES SALUD	12.817.810	13.454.826	637.016	4,97%
510524	APORTES PENSIÓN	396.086.781	346.893.917	-49.192.864	-12,42%
510525	APORTES A.R.L	57.726.206	37.964.600	-19.761.606	-34,23%
510526	APORTES CAJAS DE COMPENSACIÓN FAMILIAR	130.685.769	114.503.700	-16.182.069	-12,38%
510527	APORTES I.C.B.F.	346.419	1.163.000	816.581	235,72%
510528	APORTES SENA	231.017	775.400	544.383	235,65%
510531	CAPACITACIÓN AL PERSONAL	22.500.000	0	-22.500.000	-100,00%
510532	GASTOS DEPORTIVOS Y DE RECREACIÓN	73.875.272	31.558.514	-42.316.758	-57,28%
510595	OTROS BENEFICIOS A EMPLEADOS	43.425.634	60.249.646	16.824.012	38,74%
5110	GASTOS GENERALES	4.000.299.744	3.230.537.346	-769.762.398	-19,24%
511001	HONORARIOS	245.035.135	210.440.935	-34.594.200	-14,12%
511002	IMPUESTOS	284.306.878	198.988.913	-85.317.965	-30,01%
511003	ARRENDAMIENTOS	389.335.000	367.533.320	-21.801.680	-5,60%
511005	SEGUROS	280.939.719	366.860.222	85.920.503	30,58%
511006	MANTENIMIENTO Y REPARACIONES	236.388.628	65.570.204	-170.818.424	-72,26%
511007	MEJORAS A BIENES AJENOS	10.000.000	0	-10.000.000	-100,00%
511008	CUOTAS DE ADMINISTRACIÓN	6.240.000	5.775.000	-465.000	-7,45%
511010	ASEO Y ELEMENTOS	142.360.849	176.520.259	34.159.410	23,99%
511011	CAFETERÍA	5.149.014	14.321.609	9.172.595	178,14%
511012	SERVICIOS PÚBLICOS	756.300.000	574.815.208	-181.484.792	-24,00%
511013	CORREO	66.018.198	35.041.950	-30.976.248	-46,92%
511014	TRANSPORTE FLETES Y ACARREOS	23.882.450	33.371.550	9.489.100	39,73%
511015	PAPELERÍA Y ÚTILES DE OFICINA	63.907.961	41.718.889	-22.189.072	-34,72%
511016	FOTOCOPIAS	22.807.789	17.078.455	-5.729.334	-25,12%
511018	PUBLICIDAD Y PROPAGANDA	299.478.800	195.961.870	-103.516.930	-34,57%
511019	CONTRIBUCIONES Y AFILIACIONES	103.358.500	112.124.530	8.766.030	8,48%
511020	GASTOS DE ASAMBLEA	63.312.821	76.451.208	13.138.387	20,75%
511021	GASTOS DE DIRECTIVOS	4.919.125	9.731.284	4.812.159	97,83%
511022	GASTOS DE COMITÉS	59.226.513	14.010.506	-45.216.007	-76,34%
511023	REUNIONES Y CONFERENCIAS	36.987.888	3.147.600	-33.840.288	-91,49%
511024	GASTOS LEGALES	16.380.166	37.638.937	21.258.771	129,78%
511025	INFORMACIÓN COMERCIAL	53.632.866	40.872.816	-12.760.050	-23,79%
511027	GASTOS DE VIAJES	114.079.536	125.298.620	11.219.084	9,83%
511029	VIGILANCIA PRIVADA	93.793.138	94.416.388	623.250	0,66%
511030	SISTEMATIZACIÓN	154.834.678	124.466.346	-30.368.332	-19,61%
511031	CUOTAS DE SOSTENIMIENTO	21.530.000	9.612.791	-11.917.209	-55,35%
511032	SUSCRIPCIONES Y PUBLICACIONES	1.590.026	935.000	-655.026	-41,20%
511033	ADECUACIÓN E INSTALACIÓN	178.410.854	14.398.195	-164.012.659	-91,93%
511034	ASISTENCIA TÉCNICA	25.140.092	40.795.098	15.655.006	62,27%
511035	PROCESAMIENTO ELECTRÓNICO DE DATOS	234.953.120	220.488.085	-14.465.035	-6,16%
511095	OTROS	6.000.000	2.151.558	-3.848.442	-64,14%
5115	DETERIORO	2.900.000.000	4.456.039.442	1.556.039.442	53,66%
511515	INTERESES CRÉDITOS DE VIVIENDA	324.490	0	-324.490	-100,00%
511516	PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE VIVIENDA	12.114	15.721	3.607	29,77%
511517	CRÉDITOS DE CONSUMO	2.279.285.504	1.548.727.352	-730.558.152	-32,05%
511518	INTERESES CRÉDITOS DE CONSUMO	17.303.551	42.573.817	25.270.266	146,04%
511519	PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE CONSUMO	1.876.852	2.474.804	597.952	31,86%
511523	MICROCRÉDITO EMPRESARIAL	241.756.206	691.986.263	450.230.057	186,23%
511524	INTERESES MICROCRÉDITO EMPRESARIAL	41.475.911	85.117.740	43.641.829	105,22%
511525	PAGOS POR CUENTA DE ASOCIADOS - MICROCRÉDITO EMPRESARIAL	4.881.199	9.379.082	4.497.883	92,15%
511526	CRÉDITOS COMERCIALES	147.113.524	582.369.665	435.256.141	295,86%
511527	INTERESES CRÉDITOS COMERCIALES	6.180.890	41.380.474	35.199.584	569,49%
511528	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS COMERCIALES	1.397.471	2.397.168	999.697	71,54%
511529	DETERIORO GENERAL DE CARTERA DE CRÉDITOS	59.220.768	203.642.440	144.421.672	243,87%
511545	OTRAS CUENTAS POR COBRAR	1.732.345	3.937.410	2.205.065	127,29%
511559	INTERESES DE CRÉDITOS DE CONSUMO CON PERIODOS DE GRACIA	1.044.426	0	-1.044.426	-100,00%
511561	INTERESES DE MICROCRÉDITO EMPRESARIAL CON PERIODOS DE GRACIA	9.406.756	0	-9.406.756	-100,00%
511562	INTERESES DE CRÉDITOS COMERCIALES CON PERIODOS DE GRACIA	5.903.992	0	-5.903.992	-100,00%
511563	DETERIORO GENERAL ADICIONAL CARTERA DE CRÉDITOS	42.317.855	513.736.025	471.418.170	1113,99%
511565	OTROS CONCEPTOS CAUSADOS DE CRÉDITOS DE CONSUMO POR PERIODOS DE GRACIA	40.669	0	-40.669	-100,00%
511567	OTROS CONCEPTOS CAUSADOS DE MICROCRÉDITO EMPRESARIAL POR PERIODOS DE GRACIA	466.401	0	-466.401	-100,00%
511568	OTROS CONCEPTOS CAUSADOS DE CRÉDITOS COMERCIALES POR PERIODOS DE GRACIA	254.400	0	-254.400	-100,00%
511570	CRÉDITOS PRODUCTIVOS	22.572.344	668.550.660	645.978.316	2861,81%
511571	INTERESES CRÉDITOS PRODUCTIVOS	15.432.333	55.681.089	40.248.756	260,81%
511572	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	0	4.069.732	4.069.732	100,00%
5120	AMORTIZACIÓN Y AGOTAMIENTO	154.870.000	211.771.231	56.901.231	36,74%
512020	LICENCIAS	154.870.000	211.771.231	56.901.231	36,74%
5125	DEPRECIACIÓN PROPIEDAD PLANTA Y EQUIPO	666.920.912	207.745.159	-459.175.753	-68,85%
512505	EDIFICACIONES	27.888.456	29.002.816	1.114.360	4,00%
512510	MUEBLES Y EQUIPO DE OFICINA	73.112.338	39.691.964	-33.420.374	-45,71%
512515	EQUIPO DE CÓMPUTO Y COMUNICACIÓN	523.322.102	117.398.831	-405.923.271	-77,57%
512545	MAQUINARIA Y EQUIPO	42.598.016	21.651.548	-20.946.468	-49,17%
52	OTROS GASTOS	1.966.970.585	1.620.337.986	-346.632.599	-17,62%
5210	GASTOS FINANCIEROS	638.544.585	537.372.867	-101.171.718	-15,84%
521005	GASTOS BANCARIOS	970.000	565.323	-404.677	-41,72%
521020	COMISIONES	637.574.585	536.807.544	-100.767.041	-15,80%
5212	GASTOS POR RIESGO OPERATIVO	22.680.000	256.000	-22.424.000	-98,87%
5230	GASTOS VARIOS	1.305.746.000	1.082.709.119	-223.036.881	-17,08%
523015	CONTRATOS ONEROSOS	610.057.500	505.329.036	-104.728.464	-17,17%
523020	MULTAS SANCIONES LITIGIOS INDEMNIZACIONES Y DEMANDAS	118.500	8.200	-110.300	-93,08%
523050	IMPUESTOS ASUMIDOS	389.855.000	360.243.875	-29.611.125	-7,60%
523095	OTROS	305.715.000	217.128.008	-88.586.992	-28,98%
6	COSTO DE VENTAS	3.204.975.525	2.968.552.598	-236.422.927	-7,38%
61	COSTO DE VENTAS Y DE PRESTACIÓN DE SERVICIOS	3.204.975.525	2.968.552.598	-236.422.927	-7,38%
6150	INTERESES DE DEPÓSITOS DE CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS	3.204.975.525	2.968.552.598	-236.422.927	-7,38%
615005	INTERESES DEPÓSITOS DE AHORRO ORDINARIO	613.721.779	400.166.709	-213.555.070	-34,80%
615010	INTERESES DEPÓSITOS DE AHORRO A TERMINO	2.222.344.003	2.362.991.969	140.647.966	6,33%
615015	INTERESES AHORRO CONTRACTUAL	29.668.110	31.536.318	1.868.208	6,30%
615025	CONTRIBUCIÓN EMERGENCIA ECONÓMICA	3.230.000	0	-3.230.000	-100,00%
615035	INTERESES DE CRÉDITOS DE BANCOS	336.011.632	173.857.602	-162.154.030	-4825,85%
					
53	EXCEDENTES Y PERDIDAS DEL EJERCICIO	306.036.203	2.603.693.762	2.297.657.559	750,78%
